country1,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire,Bosnia and Herzegovina,Botswana,Brazil,British Indian Ocean Territory,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curazao,Cyprus,Czechia,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands,Faroe Islands,Fiji,Finland,France,French Polynesia,French South Antarctic Territory,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands,Poland,Portugal,Puerto Rico,Qatar,Republic of the Congo,Romania,Russia,Rwanda,Saint Barthelemy,"Saint Helena, Ascension, and Tristan da Cunha",Saint Kitts and Nevis,Saint Lucia,Saint Martin,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,U.S. Virgin Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
Malaysia,4836.7,9018.4,10804.9,9905.1,10542.7,9466.1,17038.9,17062.9,15947.4,6934.8,17956.3,4737.9,9473.2,6734.5,16767.8,5970.1,2490.3,17214.5,8582.7,10179.7,17377.9,11000.5,15727.4,2855.4,17954.7,17901.2,9230.6,8891.3,16961.6,3543.0,17110.1,1415.9,8590.9,11385.3,8058.9,981.8,9917.2,12837.0,13680.4,17365.5,8975.9,9170.0,16457.9,3512.0,1672.4,1896.9,18953.1,6672.0,11039.8,18339.3,11882.6,9427.6,17157.4,17942.5,7796.6,9402.3,8968.3,9773.5,6589.0,17174.8,17326.8,19740.4,7936.1,17687.2,10194.8,6910.1,8853.9,8301.2,6813.2,14459.3,10568.7,8816.1,8875.0,10422.2,12132.0,6711.8,10065.8,12837.0,7149.7,9752.9,11381.7,11278.1,8867.5,11200.0,17447.3,4811.8,17424.5,10698.3,12300.2,12857.8,17682.9,17365.6,17678.7,2400.0,9098.5,10976.9,3081.3,1439.2,5910.8,6828.9,10950.9,10691.3,7596.8,9652.2,17534.0,5131.3,10673.0,7458.0,5892.4,7140.6,9967.2,8964.4,6367.4,4915.4,1731.8,8849.7,7552.8,8684.3,12323.2,9285.8,9852.1,8868.7,10072.9,2349.0,6550.7,7722.2,0.0,3196.1,11561.1,9524.2,7667.4,12205.6,5562.2,15946.2,5388.9,8434.4,10055.7,4729.8,9090.1,17116.3,11551.7,7705.6,2063.7,9531.6,7243.5,3276.2,10096.9,7475.4,8894.4,17960.1,10288.8,10306.8,9974.8,7937.1,4750.9,8889.0,4949.4,9793.8,5325.3,4485.6,3628.3,7576.1,18562.8,4808.7,17026.3,19368.8,2379.0,14281.6,9149.4,11427.7,17230.1,5900.9,9592.9,8670.4,6364.5,8049.4,17054.2,12439.8,17099.7,17269.7,17051.7,13950.8,17366.4,9688.1,9649.7,10612.5,6469.6,12722.9,8964.1,5261.9,12550.6,376.7,17054.4,9091.7,9441.8,6632.0,6187.4,9205.4,4395.4,7829.6,11027.6,2381.5,7936.4,17426.9,9232.4,9956.2,7290.4,2967.7,4934.2,7547.0,1294.2,3007.1,11171.4,9670.4,9442.1,17535.8,9979.6,7714.1,5753.2,17060.8,8499.4,17132.1,7752.4,8248.2,5585.3,10588.1,15081.2,16115.6,5549.5,7479.3,18290.2,1290.3,9144.5,5979.0,8411.4,8372.7
Maldives,3450.5,6751.4,8038.3,12978.4,8268.6,6332.0,14683.8,14604.7,14159.4,4971.8,15605.3,7246.8,7438.7,4837.3,15566.2,3485.5,2921.4,14508.5,6946.6,8242.2,16997.9,7864.5,14096.0,3254.1,15092.3,15442.1,7060.8,5983.5,13892.4,1066.1,14828.4,4611.8,6434.5,8288.2,4872.2,3648.5,6758.1,13426.6,10692.4,16209.2,5808.5,6118.9,14913.6,4818.1,3902.3,3120.0,16321.9,3651.0,13965.2,17101.4,8733.7,7293.0,15843.4,15519.3,5413.2,7474.8,5780.4,8115.3,3508.7,14623.0,15339.4,16853.7,5216.5,17294.7,7002.8,3898.2,7415.9,5565.5,3679.5,13080.2,9175.8,11845.7,7605.0,8297.7,15114.9,5827.0,6869.8,9776.9,5251.1,7861.3,8233.7,8776.1,6529.0,10541.4,14752.2,7941.1,17237.5,8714.6,9181.4,9771.8,14640.8,15522.9,16977.9,4894.8,7080.6,9790.1,2022.2,4550.3,3824.6,4526.4,9156.9,8925.3,5068.1,7372.6,16023.2,7573.2,8677.7,4927.7,5003.0,3945.3,13153.1,6762.3,3967.9,4212.0,3674.6,7325.5,5149.0,6010.5,9166.9,6486.8,7780.7,7256.1,8107.8,4832.6,3773.7,4669.3,3196.1,0.0,8554.2,7026.5,10852.5,9283.5,3117.1,17000.5,8575.5,6514.7,7835.8,5668.1,6881.3,14656.0,8911.0,4785.8,3213.1,6605.0,10434.4,3018.3,8234.1,10391.7,11224.8,17051.0,7273.9,7165.5,12960.9,10647.1,6812.3,6652.3,8016.9,8336.7,2758.0,3035.1,6812.9,5087.4,16867.2,7931.7,14372.5,16460.8,5448.1,16766.9,7342.8,9051.1,15025.7,3402.0,6396.9,6647.4,7004.7,4856.8,14674.2,9476.3,14691.0,14634.6,14689.0,12588.8,14696.5,12769.0,7453.6,7417.7,3793.0,9678.8,6822.3,2155.9,9416.6,3409.5,14689.9,7142.1,7350.8,9741.6,3007.5,6512.0,6656.9,4664.0,8678.7,983.0,4851.2,14336.3,7812.6,7866.0,4972.8,5607.0,3953.9,4389.9,3348.7,5977.5,8029.0,12813.0,12383.0,14758.3,7397.3,5516.7,4196.2,15324.3,11654.7,14857.0,4556.9,6408.6,3058.7,8873.4,15400.0,13802.7,4315.8,10512.1,15443.7,4033.8,12223.1,3032.4,5328.9,5414.0
Mali,7278.7,3487.9,1295.5,18504.9,2819.3,3988.8,6231.2,6119.3,8774.8,5311.4,7082.9,15589.4,3728.4,5524.6,7573.1,5687.8,9671.2,5963.3,4863.7,3730.7,8889.7,1141.0,6268.1,9549.0,7531.5,6908.9,3559.3,5407.4,6330.6,8743.4,6391.4,12874.1,3942.0,645.5,4385.5,11547.3,2103.0,9143.8,2140.0,8014.2,2967.9,2436.2,9232.9,10433.8,12435.9,11554.8,7775.6,6188.1,17459.6,8616.8,1122.4,3536.9,7683.5,6988.6,4177.0,3979.9,3703.6,4442.3,5045.5,6107.3,6959.5,8404.3,3718.3,9032.8,2352.6,4674.5,5133.3,6204.5,4896.6,9372.9,4926.8,19652.3,5445.8,3229.3,16368.6,10316.6,2656.5,1296.6,5239.5,3940.8,1112.5,2061.7,3453.2,6519.1,6204.2,15169.9,9110.0,3540.2,1044.6,1362.5,6138.9,7174.4,8715.3,11967.0,3924.1,5382.8,8635.8,12998.0,5978.6,5051.6,3994.2,4069.0,4190.0,3121.6,7711.9,12857.0,3514.0,4310.8,7162.9,4983.9,17731.1,3640.5,5375.3,7817.0,10995.2,4971.6,4352.6,6263.1,1366.9,2393.1,3509.5,4797.8,3690.4,11925.9,6864.6,5415.7,11561.1,8554.2,0.0,2724.8,17222.1,823.0,7921.8,10079.2,16086.1,4434.1,3094.6,9891.2,3557.2,6166.4,1605.9,5896.8,10278.6,5107.7,17879.5,8925.7,3920.5,18878.3,17415.7,8676.1,1281.8,1662.0,18531.6,18499.4,11874.2,3621.1,14903.2,4866.6,6266.3,7476.9,14694.6,4246.5,8339.6,16333.8,7457.3,8348.8,13184.1,14143.0,4319.4,2453.8,6598.4,5745.5,2931.5,4128.8,9284.8,4296.6,6212.5,4661.0,6217.1,6098.7,6232.9,5759.6,6153.0,18689.4,3306.9,2246.8,5134.7,1169.2,3753.2,6980.8,1314.1,11857.9,6232.9,4060.6,3622.2,18104.4,5629.6,6056.9,12217.1,4010.6,2537.7,9204.2,3707.6,5866.4,5062.1,3432.7,4657.7,12500.2,7547.2,5028.3,11011.4,14516.6,1119.5,18401.9,19022.3,6204.3,2255.9,4470.4,6531.5,7070.8,18833.6,6419.7,4354.0,4666.5,6030.6,4196.1,9001.9,7816.5,6964.9,19037.2,6898.7,11812.4,19181.6,5591.5,4876.3,5433.9
Malta,4815.9,767.9,1485.1,17562.7,1322.3,5230.4,7736.0,7691.1,11486.9,2718.0,8701.5,14187.5,1286.1,2934.3,8573.1,3615.1,7291.3,7722.3,2239.2,1803.6,10015.4,3192.5,7100.3,7089.3,10017.6,8567.9,929.6,6539.6,8903.3,7603.6,7864.3,10646.5,1217.6,3074.8,4643.0,9257.8,3170.4,8374.1,4392.0,9189.8,3316.0,2310.4,11905.1,7774.8,10804.4,10134.1,9597.6,6133.3,18280.9,10104.7,3741.9,1019.8,8824.2,8635.9,1727.7,1544.5,4491.6,2289.2,3894.5,7751.7,8334.7,10362.4,1856.9,10280.0,3819.7,3415.5,2637.0,7142.8,3975.0,12076.2,3246.7,17405.6,2997.4,1529.5,17435.1,10886.0,4077.6,3873.9,2590.1,1720.7,3473.0,1774.3,744.6,5114.4,7965.5,12466.8,10257.1,2037.4,3769.2,3995.0,8194.1,8506.8,9958.4,9404.6,1317.3,3911.2,6445.7,10924.4,3620.6,2695.3,2620.8,2503.7,1974.4,677.2,8997.7,10141.1,1994.2,2116.6,4462.2,4667.2,16384.1,929.3,3176.3,5189.5,8579.8,2450.9,1973.5,7399.2,4071.8,1098.7,1309.6,2257.8,1680.0,9370.8,6955.8,5834.4,9524.2,7026.5,2724.8,0.0,14660.5,2965.7,7713.0,10668.5,13382.6,1721.6,1051.5,7169.3,866.2,7745.2,2034.4,6441.6,7884.8,6532.9,15174.2,6494.3,1937.6,16768.3,18237.9,10025.1,2123.9,3030.0,18088.4,17436.4,9150.2,897.4,12183.7,2760.6,4323.4,5098.1,12144.0,1974.0,9921.4,13937.2,10085.4,10551.7,10693.0,16176.1,1815.6,2025.0,8049.7,3692.9,4006.6,1422.2,6617.1,4491.8,7734.2,7128.7,7761.8,7807.9,7743.8,5825.5,7892.4,17464.7,903.7,4038.8,3233.9,3725.9,1060.0,6209.8,4037.9,9875.3,7745.3,1479.8,1135.5,15499.7,4713.4,7415.0,9493.5,3652.1,1661.6,7379.5,3009.3,7995.7,2707.2,1312.3,2235.1,9870.5,4966.3,5150.8,8694.8,12508.7,3323.6,16952.0,18127.7,8028.9,497.1,1872.4,3970.9,8298.5,16391.0,7892.1,4250.5,1950.1,4032.3,2551.6,9183.9,10523.9,4350.6,16469.7,8783.4,9451.6,17295.7,4068.7,5613.3,6278.4
Marshall Islands,10801.5,13899.2,15955.7,3140.2,14403.3,17069.5,13446.0,13617.4,13538.3,12421.5,12928.3,5409.3,13531.3,12229.3,11801.4,12638.6,8768.6,13990.3,12436.4,13491.9,10870.9,17816.7,12665.8,8741.4,13995.6,13119.9,13758.3,16063.9,15261.2,11128.0,13282.4,6255.6,13488.6,17720.4,15724.4,7269.0,17181.3,8885.6,16955.6,11640.3,16394.4,16090.3,12929.7,7479.5,7513.9,8495.3,12647.7,14235.0,4462.6,11520.0,18343.0,13744.6,11867.9,13041.1,13575.6,13273.1,16632.9,12779.8,13968.4,13722.7,12718.8,12322.4,14332.7,10892.1,17699.7,14129.7,12117.2,15258.6,14276.3,13245.5,12348.6,2774.5,11792.2,13994.0,5128.3,11465.6,17661.7,17620.9,12410.5,13287.1,18132.5,15200.9,13998.3,10915.0,13810.3,2971.6,10714.6,13704.9,18113.1,17797.8,14312.5,12497.2,11147.3,6333.8,13377.3,11963.6,9970.3,6418.8,12097.0,12905.6,13294.5,13191.5,13739.4,14161.2,12012.0,4643.9,13728.2,13658.6,10470.3,14790.4,2515.3,13733.0,12778.7,10027.2,7523.0,12286.7,13481.9,15420.1,18503.0,15365.2,13724.1,12468.0,13531.9,6389.5,13880.9,15268.9,7667.4,10852.5,17222.1,14660.5,0.0,16882.9,12752.4,9322.0,2278.6,12948.1,14138.6,7717.0,13795.4,13590.5,15692.7,15069.7,8201.4,16619.3,969.3,9354.9,13302.0,3160.3,5331.6,11303.5,16706.7,17379.9,3565.2,4017.4,5683.3,13780.1,3020.6,12357.1,12289.3,10740.0,4040.5,13652.0,11864.9,3369.9,14436.6,12747.6,5446.5,7523.4,12942.4,14852.1,13095.2,12610.4,17194.5,13241.2,8046.8,15707.0,13481.7,18117.0,13507.6,13817.6,13452.5,12416.4,13818.5,2957.7,13959.3,18136.4,13244.0,17534.3,13600.6,12916.0,18249.8,7499.9,13454.3,13228.5,13649.6,2222.1,13775.2,15817.0,5442.1,15316.8,14709.0,9956.0,15179.6,14649.9,12166.4,13796.7,13184.7,5659.5,10368.6,15206.3,7688.0,5344.6,17968.8,2590.2,3467.2,13901.3,15073.0,13184.6,11343.0,12456.9,1730.7,13260.1,15374.5,12726.8,12428.2,13058.2,9812.7,14424.3,10852.9,2532.5,13446.8,6908.8,2646.2,13232.1,15966.9,15721.8
Mauritania,7724.6,3681.1,1493.9,17703.1,2660.5,4757.1,5453.3,5349.9,8571.6,5668.8,6330.3,16397.3,3727.1,5885.3,6758.9,6258.8,10172.8,5225.2,4895.9,3541.1,8090.7,1922.7,5445.3,10008.8,7076.1,6161.7,3665.3,6160.5,5938.8,9525.8,5610.8,13463.7,4154.4,1393.1,5208.5,12101.5,2925.7,8418.9,1486.7,7214.2,3785.1,3193.0,8949.0,10736.2,13182.0,12325.5,7069.4,7011.1,16800.7,7857.0,1599.2,3587.2,6878.8,6240.1,4590.4,3953.3,4517.8,4263.3,5781.7,5349.4,6171.8,7737.3,4279.9,8246.1,3144.3,5386.5,5068.8,6970.0,5658.0,9345.1,4551.6,18832.5,5340.9,3042.6,15665.3,11076.3,3442.0,957.3,5554.6,3830.2,1796.0,1763.0,3709.5,5988.7,5469.2,15370.7,8314.1,3243.1,1231.3,1114.5,5478.5,6383.6,7926.0,12365.3,3990.4,4919.4,9206.6,13644.0,6459.9,5519.7,3604.0,3727.8,4682.6,3195.1,6920.2,12895.7,3225.8,4813.7,7411.8,5795.4,16925.8,3811.3,5903.1,8154.6,11486.0,4928.7,4797.0,7000.3,1621.4,2927.2,3440.4,4774.5,3533.4,12330.1,7685.0,6231.8,12205.6,9283.5,823.0,2965.7,16882.9,0.0,8744.7,9257.8,16273.3,4579.6,3041.3,10062.8,3708.4,5398.6,1254.7,6702.6,10776.9,5818.6,17726.3,9397.6,3727.9,19675.1,17732.0,7898.2,2032.9,2483.5,17819.4,19107.6,11971.2,3821.6,15046.5,4640.2,6881.4,7964.4,15107.5,4723.6,7592.1,16870.2,7120.8,7759.1,13638.7,13558.4,4301.8,2055.4,5816.8,6323.1,3741.3,4273.5,9267.0,5119.2,5436.7,4996.1,5444.7,5352.4,5455.8,4980.6,5413.1,17876.0,3338.1,2991.6,5738.0,811.0,3896.3,7781.5,1391.3,12520.6,5456.1,4102.4,3650.5,18436.7,6403.8,6759.7,12358.5,4806.5,2262.2,9882.5,4463.1,5228.0,4928.1,3347.2,5092.5,12835.0,7922.4,5851.3,11550.3,15199.1,1864.2,17582.9,18397.9,5483.0,2468.7,4818.1,6916.9,6269.3,18217.5,5639.3,5169.4,4814.5,6627.7,3866.7,8186.0,7605.2,7312.9,19345.4,6198.8,12335.5,18359.0,6281.9,5679.4,6220.8
Mauritius,6103.7,7827.2,8050.2,13553.1,9019.8,4358.6,13821.0,13660.6,11076.2,6813.2,14384.4,7739.2,8658.0,6776.0,15393.8,5174.3,6032.4,13317.2,8682.9,9413.3,16443.0,6878.8,14186.7,6371.2,12424.2,14193.2,8194.9,3409.9,11419.8,2189.6,13988.0,6825.2,7720.1,7406.6,3536.8,6342.2,5819.3,15814.1,9777.2,15659.5,4994.2,5805.8,11817.8,7927.4,5263.4,4288.5,14539.7,1736.4,13880.8,15722.1,7560.1,8422.2,15400.7,14271.4,6647.7,8808.8,4276.5,9609.0,3917.8,13572.3,14566.1,14614.5,5963.6,16395.7,5700.5,4384.3,9246.3,2746.5,3759.5,9964.4,10730.7,12474.3,9546.5,9236.0,14879.9,3377.2,5443.6,8803.9,7089.6,9158.4,7132.5,9099.9,7557.8,12490.8,13503.3,10246.7,16591.1,9739.5,8086.5,8717.4,12964.9,14790.8,16159.9,7753.0,8392.6,11422.6,5094.1,6497.1,5854.7,6109.1,10308.9,10152.5,6183.1,8299.2,15293.9,10530.0,9696.4,6080.0,7629.2,3104.0,14335.0,7919.6,5600.1,7042.7,6615.9,9094.8,6424.7,3122.3,7898.5,6755.2,8887.3,8955.9,9273.8,7692.3,1134.4,2596.5,5562.2,3117.1,7921.8,7713.0,12752.4,8744.7,0.0,17947.1,10611.7,8053.1,8745.9,8772.6,8004.4,13692.8,8985.3,2317.5,6268.4,4042.1,12013.9,6103.5,9490.2,10967.2,10648.8,15983.4,6841.8,6263.2,13259.1,10771.5,9868.5,7789.3,10454.3,9984.0,4634.2,5753.0,8967.5,6257.9,15369.3,9401.0,11560.3,13891.9,7931.0,14990.9,8833.0,9505.6,14185.0,5103.0,5057.2,8044.1,10017.4,3632.2,13789.0,6911.9,13770.3,13488.2,13816.6,13433.3,13492.5,13410.5,8472.5,5991.5,5077.1,8767.3,8041.5,1747.8,8226.9,5585.1,13815.3,8518.5,8521.1,10938.2,3081.9,3643.5,9658.0,4161.7,9245.6,4025.8,4738.3,12626.7,9588.2,8932.6,6411.5,8426.3,6708.6,2894.9,6213.5,7407.9,6986.5,13721.4,12671.6,13412.9,7869.3,6965.4,6569.4,14788.7,12808.7,14012.5,3655.8,8052.6,4859.1,10165.1,16835.5,10829.7,6871.9,11359.1,13820.7,6729.8,12950.5,4092.2,3260.8,2977.6
Mexico,13550.1,10722.9,10088.9,8461.9,9347.7,13598.7,4137.8,4302.9,7980.7,12196.5,3651.0,14359.5,9938.0,12298.2,2554.1,13812.7,14588.0,4669.7,10211.4,9136.9,1629.9,11091.1,3819.7,14176.8,6120.8,3838.1,10372.0,14650.9,6920.6,18002.4,3971.7,14917.2,10938.7,10568.2,14454.5,15012.6,12172.6,3621.6,8174.7,2319.7,13039.1,12313.9,7332.3,12846.4,16696.2,17612.0,3693.9,16251.6,7942.5,2520.7,10390.5,10135.3,2555.0,3764.0,12023.3,9843.7,13679.5,9113.6,14561.8,4401.4,3399.5,3860.1,12512.7,1803.6,12254.7,14083.6,9699.1,15405.0,14607.0,9349.3,8003.7,9574.8,9472.5,9206.8,6842.0,17072.1,12506.8,9150.3,11910.1,9464.7,10824.8,9105.8,10979.0,6493.9,4498.9,11632.7,1555.6,8729.5,9865.1,9233.1,5115.6,3176.6,1948.6,13559.7,10259.7,7347.3,15108.3,15348.8,13309.6,12770.9,8207.5,8407.1,12449.0,10166.2,2694.2,10817.1,8770.8,12575.0,11999.4,15021.0,7760.8,10667.4,13331.5,12820.5,14485.5,9812.3,12276.5,15119.5,10048.8,11504.2,9645.3,9908.8,9277.7,13613.8,16818.0,15350.6,15946.2,17000.5,10079.2,10668.5,9322.0,9257.8,17947.1,0.0,11383.3,10735.4,9698.5,11760.4,10563.0,4273.3,9147.2,15658.8,14585.0,14045.0,10091.8,14203.0,9102.1,11098.4,11103.4,2184.1,11218.6,11725.8,8699.2,11205.4,11237.2,10791.8,11365.7,8825.0,14497.2,13965.7,12928.2,12397.8,2858.7,12688.6,7061.1,4708.0,13730.5,5984.7,9906.7,8733.6,3778.6,13895.3,12901.8,10664.3,10241.1,14373.6,4171.2,11294.3,4192.9,4496.5,4142.9,4843.3,4501.4,8621.6,10030.2,11956.7,13699.2,9191.2,10572.9,16866.5,9721.0,16046.8,4144.4,10165.2,10054.0,11178.3,15367.4,14619.7,11562.6,13982.0,9042.0,16500.1,13487.5,5448.7,9313.4,9579.2,12376.0,12980.1,13056.4,15096.7,14946.5,14647.6,10976.8,8349.8,9300.5,4604.8,10424.1,11806.4,12829.4,3162.1,9300.0,3948.0,14415.1,10799.0,14212.1,8428.8,1628.9,7957.8,12686.0,10736.6,4290.8,14664.2,9106.6,14657.6,14690.3,15018.7
Micronesia,8897.0,12633.5,14861.1,4961.0,13643.7,14825.7,15367.5,15551.7,15165.3,10783.2,15034.3,4048.5,12548.0,10572.1,13711.0,10638.8,6653.6,15992.5,11378.7,12806.9,12989.5,16050.6,14239.7,6692.5,16193.3,15221.0,12617.0,14012.4,17464.9,8867.5,15217.9,3978.0,12167.8,16250.5,13446.3,5021.4,15113.0,10128.6,17346.2,13684.2,14228.7,14145.8,14720.8,5661.4,5350.1,6323.2,14879.9,11994.1,6284.3,13720.9,16900.8,12686.9,13855.1,15147.3,11931.0,12326.9,14355.4,12099.1,11781.8,15692.4,14703.3,14597.3,12510.8,13058.9,15512.1,11999.8,11234.6,13272.7,12065.2,14372.3,12076.2,4141.5,10989.9,13287.2,7159.2,9996.3,15422.1,17226.8,10847.2,12477.9,16446.0,14568.8,12643.8,11170.3,15856.2,916.6,12859.0,13185.7,17109.5,17366.5,16487.1,14494.8,13286.9,4239.7,12284.2,11929.2,7815.1,4167.2,10214.1,11107.8,12973.8,12786.5,11974.1,13083.1,14062.2,3423.9,13192.8,11867.0,8926.0,12517.4,4677.6,12491.9,10864.9,8281.6,5357.8,11364.0,11775.5,13536.5,17326.6,13751.3,12846.0,11510.3,12793.1,4289.1,11716.7,13040.3,5388.9,8575.5,16086.1,13382.6,2278.6,16273.3,10611.7,11383.3,0.0,11709.6,13237.6,6222.0,12587.4,15537.6,15062.7,12912.2,6061.5,14630.0,2020.0,7320.1,12628.6,3540.5,5902.1,13471.2,15056.9,15426.0,5237.5,4445.8,4306.3,12496.0,1231.1,11779.7,10191.8,8758.3,1762.5,11904.9,14071.6,1686.7,16458.7,15016.5,3208.5,9557.1,11978.6,14381.0,15056.7,10597.2,14948.8,12016.8,7051.5,13431.9,15408.3,17244.1,15446.8,15819.0,15377.5,13428.2,15844.9,4745.3,12935.4,15945.1,11235.6,17078.2,12395.4,10641.9,17389.8,5226.9,15380.0,12170.9,12622.8,2167.5,11520.2,14013.0,3915.2,13107.2,14088.2,7689.4,13064.2,16824.2,11415.7,12943.2,11468.5,3635.4,8569.4,12931.5,5471.3,3291.2,16231.2,4547.1,4901.3,15978.1,13868.8,11618.7,9583.2,14391.3,3410.9,15200.5,13112.6,11474.6,10369.1,12640.7,11567.2,16129.3,9134.0,3104.1,15633.9,4675.2,4269.4,11073.8,13739.4,13582.2
Moldova,3598.3,954.0,3159.8,15952.8,2167.7,6575.1,8645.2,8644.0,13150.6,1566.2,9611.3,13167.0,1040.6,1737.9,9098.0,3082.6,6020.4,8785.4,701.2,1775.6,10498.7,4886.3,7661.9,5746.3,11471.0,9512.7,918.2,7732.0,10448.2,7326.1,8744.1,9366.5,567.2,4795.2,5628.0,7985.5,4691.8,7781.0,5909.9,9775.0,4577.1,3653.8,13508.2,6192.4,9920.2,9439.8,10584.2,6744.6,17010.3,10827.1,5463.5,1046.1,9417.5,9568.5,1427.9,986.5,5736.3,1622.4,4163.8,8743.9,9117.2,11400.5,2295.2,10823.5,5363.8,3726.6,1264.4,8193.6,4393.7,13797.4,2735.7,15684.1,1624.0,1990.9,16700.3,11418.4,5585.1,5521.6,1310.0,1364.7,5184.4,3039.3,1067.1,4438.4,9014.2,10798.7,10734.4,2285.5,5477.9,5657.0,9411.2,9248.7,10525.4,7898.0,670.9,3409.3,5409.9,9738.4,2708.9,2035.6,2654.7,2415.0,1899.4,1393.2,9670.4,8424.0,2255.8,1985.9,2863.2,5336.6,14856.3,794.4,2598.0,3708.8,7226.1,1084.2,1631.5,8529.9,5789.6,2535.1,1420.0,917.6,1655.2,7871.6,7559.3,6744.8,8434.4,6514.7,4434.1,1721.6,12948.1,4579.6,8053.1,10735.4,11709.6,0.0,1679.8,5488.0,879.5,8698.3,3462.0,7352.7,6575.9,7855.7,13455.6,5207.6,1734.8,15192.0,17268.3,10658.5,3790.0,4638.2,16453.7,15997.2,7442.7,832.0,10495.8,1939.2,3789.1,3964.8,10597.7,1812.8,10721.8,12435.7,11660.8,11763.9,9219.4,16709.3,832.5,3063.2,8902.0,3166.1,5417.1,307.3,4901.3,5469.5,8653.7,8809.7,8693.0,8835.3,8656.1,6074.7,8932.5,15821.0,1295.6,5641.8,3002.6,5372.7,685.9,6353.5,5741.6,8806.4,8658.4,661.1,1029.6,13859.3,4984.4,8652.3,7800.9,4501.3,2670.3,6596.5,3834.4,9268.5,1550.1,1525.8,1657.2,8294.2,3568.5,5991.8,7422.5,11283.9,5026.3,15337.6,16412.0,9112.2,2178.3,1091.2,2681.2,8991.4,14676.8,8769.6,5115.2,235.1,3494.1,2358.8,9125.7,12184.3,2933.9,14813.3,9859.9,8115.0,15592.1,3991.4,6705.7,7356.8
